Date,水産・農林業,その他,医薬品,情報･通信業,小売業,建設業,サービス業,不動産業,非鉄金属,鉱業,その他製品,卸売業,化学,機械,その他金融業,食料品,精密機器,陸運業,証券･商品先物取引業,電気機器,金属製品,繊維製品,ガラス･土石製品,輸送用機器,電気･ガス業,石油･石炭製品,パルプ・紙,ゴム製品,鉄鋼,銀行業,保険業,海運業,倉庫･運輸関連業,空運業
2026-02-18,45.4,4066.4,2316.8,6400.1,3171.8,2626.6,2794.0,1204.8,6685.0,614.4,2022.7,4069.5,3828.0,8538.1,534.4,1482.1,1301.8,946.3,525.4,21275.0,462.0,469.6,1251.1,3583.1,1154.3,251.5,89.4,567.6,572.5,5133.3,1213.8,450.3,54.5,170.8
2026-02-19,41.6,3884.9,2414.0,5921.8,3038.3,2301.1,2590.9,1065.8,5971.3,542.6,1780.2,3848.7,3350.0,7986.9,491.8,1347.2,1313.0,848.4,491.7,20496.6,422.5,445.0,1155.0,3152.9,1125.3,214.0,89.2,629.7,527.9,4713.9,1198.9,468.6,51.9,166.6
2026-02-20,38.8,3565.7,2666.3,5149.3,2713.8,2082.0,2206.8,930.4,5424.3,456.9,1396.1,3812.0,3053.7,7674.6,470.1,1169.6,1254.5,803.3,489.4,17956.8,394.9,342.3,1082.1,2873.2,1092.2,174.7,85.5,618.0,440.8,4404.5,1094.7,488.1,50.1,171.5
2026-02-24,38.4,3665.2,2766.6,4999.1,2696.8,2042.4,2134.2,932.3,6426.4,450.9,1333.7,3543.4,3077.3,8323.0,446.7,1141.6,1262.5,794.5,526.5,19246.9,376.4,404.3,1321.2,2949.8,1045.1,181.7,84.2,554.2,421.0,4301.2,1098.6,558.3,48.6,172.3
2026-02-25,39.1,4050.7,2680.8,5056.1,2850.8,1997.6,2109.6,1022.7,7909.3,420.7,1336.1,3488.7,3232.9,8934.2,473.5,1185.7,1325.7,819.3,538.4,20990.8,372.8,545.1,1547.2,3021.8,1019.3,196.7,87.6,509.6,566.3,4585.9,1106.8,596.2,52.4,180.2
2026-02-26,40.8,4296.7,2621.4,5275.6,2924.5,1960.0,2231.1,1122.7,9665.9,397.8,1465.5,3393.3,3329.3,9097.7,484.0,1235.9,1384.6,813.8,563.1,22391.0,376.3,628.6,1679.6,3074.4,945.9,200.7,88.4,548.4,616.9,4801.8,1110.2,693.2,54.6,177.5
2026-02-27,42.0,4402.8,2707.7,5594.1,3016.6,2346.2,2397.9,1190.4,10678.0,389.1,1804.8,3692.4,3505.1,9209.1,535.2,1365.9,1503.4,1047.4,597.2,23213.7,383.7,706.1,1771.1,3373.5,948.8,235.4,90.7,474.6,688.3,5259.3,1176.1,728.7,57.9,185.9
2026-03-02,42.4,5032.8,2357.2,5681.4,3040.4,2352.1,2418.7,1200.3,11880.6,546.4,1970.8,3762.3,3657.0,9082.2,556.2,1413.2,1487.7,1057.7,616.9,23120.7,395.2,815.7,1846.3,3562.1,946.1,286.1,93.4,462.3,728.0,5803.6,1174.3,987.6,62.1,231.5
2026-03-03,45.0,5687.2,2382.6,5569.9,3111.0,2295.5,2440.1,1227.0,12910.6,643.3,1955.5,3973.3,3919.2,8801.8,565.5,1434.1,1419.2,1088.5,635.5,23447.5,422.0,861.9,1758.6,3864.9,1005.5,319.1,98.5,472.4,771.2,6090.2,1167.6,1084.0,68.5,274.6
2026-03-04,49.7,6627.5,2401.8,5819.6,3163.0,2441.6,2534.9,1239.2,13378.2,735.3,2082.1,4260.5,4106.4,8830.9,603.6,1512.4,1408.4,1150.4,716.4,23935.3,453.2,821.3,1622.4,4152.2,1103.9,342.1,106.9,507.1,713.8,6433.5,1248.4,1193.2,71.1,304.8
2026-03-05,50.1,7018.0,2406.8,5815.7,3089.2,2477.1,2479.1,1217.7,13022.2,855.0,2038.1,4449.1,4268.0,8812.5,641.3,1547.0,1368.9,1181.2,738.9,23813.2,447.0,793.7,1574.6,4338.1,1178.7,377.1,112.3,495.4,699.0,6704.0,1276.9,1204.1,74.0,334.4
2026-03-06,47.9,7219.9,2294.9,5436.3,3159.7,2048.5,2299.2,1138.4,12860.1,887.8,1698.3,4134.0,4045.2,8456.7,597.7,1468.5,1198.8,946.8,711.0,22851.1,425.6,647.8,1495.8,4138.3,1139.0,368.3,105.6,473.0,624.0,6230.5,1174.1,1161.2,72.6,336.4
2026-03-09,49.3,7613.3,2334.9,5728.7,3340.3,2085.0,2403.4,1180.6,12468.4,1002.9,1671.4,4227.9,4209.3,8630.6,605.6,1523.9,1229.1,985.2,701.3,24375.3,435.3,547.5,1555.7,4032.7,1200.6,359.9,113.6,474.9,654.6,6128.5,1240.9,998.9,71.4,332.4
2026-03-10,45.0,7286.4,2205.3,5804.9,3253.3,2002.4,2361.7,1147.5,11058.5,961.0,1818.0,4012.9,3928.5,8437.7,600.3,1502.7,1222.4,962.0,665.6,23558.5,425.3,464.8,1449.6,3668.4,1148.3,345.2,103.3,460.7,609.3,5810.1,1201.1,922.9,65.6,309.2
2026-03-11,39.6,6168.4,2090.7,5579.8,3081.2,1767.1,2183.8,1069.3,10119.8,900.5,2189.2,3575.2,3604.2,7722.2,541.9,1380.8,1171.4,874.8,569.4,22324.1,423.5,387.8,1336.3,3214.4,1031.4,313.9,92.9,429.6,536.4,5023.7,1081.3,893.8,57.3,289.3
2026-03-12,38.4,5781.4,2050.7,5471.3,3076.9,1630.3,2098.6,1071.9,9509.2,859.3,2350.7,3321.9,3430.8,7409.6,493.1,1320.7,1129.2,844.9,528.6,21702.4,509.6,328.1,1189.3,3022.5,997.5,291.1,87.9,391.0,515.6,4683.2,1005.8,868.0,52.5,264.6
2026-03-13,39.5,5687.6,1984.5,5421.8,2902.8,1628.5,2116.5,1111.8,9648.0,905.9,2547.2,3425.2,3565.7,7336.3,498.2,1313.9,1149.6,847.4,540.5,21776.2,571.2,321.4,1149.8,3170.9,1034.1,284.9,89.5,393.5,517.7,4761.6,1040.0,885.3,53.7,269.9
2026-03-16,37.3,4776.4,1871.2,4890.2,2565.9,1489.7,1942.6,1030.3,9465.0,672.6,2601.0,3124.7,3255.5,6589.0,438.1,1204.7,1077.8,767.6,499.2,20408.5,564.5,279.2,1001.7,2905.7,921.8,246.2,75.3,354.5,446.6,4154.0,929.3,812.0,50.8,229.6
2026-03-17,36.6,4303.7,1847.4,4545.8,2369.6,1437.5,1793.5,963.5,9327.7,697.6,2452.0,3014.9,3055.0,6193.3,394.1,1127.1,1006.4,727.5,469.2,20341.6,543.1,244.0,900.4,2709.6,877.7,220.8,68.2,333.1,419.1,3721.6,861.6,920.3,47.8,213.7
2026-03-18,37.3,4151.6,1825.4,4243.0,2269.9,1470.8,1712.3,958.6,8709.2,743.4,2016.1,3218.5,2976.2,6059.3,378.6,1116.2,981.9,743.9,472.4,20374.9,524.5,238.7,825.6,2704.6,998.6,232.2,65.2,332.7,406.7,3672.4,855.7,1211.0,47.6,229.9
2026-03-19,39.4,4289.0,1921.3,4288.7,2343.4,1679.8,1789.2,965.6,8599.3,798.6,1884.2,3682.1,3055.0,6295.6,407.0,1224.4,1018.4,802.0,502.1,20747.2,457.1,252.8,846.8,2842.2,1165.8,278.7,81.4,362.6,428.9,3557.9,944.6,1488.5,54.3,245.1
2026-03-23,40.9,4750.3,1952.8,4335.7,2370.8,1767.8,1802.5,974.8,8073.6,823.2,1758.4,3711.6,3097.8,6529.5,408.4,1306.8,1004.7,832.2,517.4,20941.1,422.4,256.4,863.0,2756.7,1187.3,285.0,92.0,375.1,450.4,3526.2,950.6,1613.0,61.2,240.5
2026-03-24,37.4,4821.4,1947.5,4338.2,2412.2,1801.8,1779.1,987.1,7805.9,847.0,1687.7,3703.4,3056.3,6711.1,421.6,1348.2,998.2,852.4,503.6,21405.2,410.8,256.2,837.2,2737.2,1203.5,287.3,95.0,378.2,436.5,3522.0,973.3,1643.2,64.2,237.4
2026-03-25,38.0,5097.7,1942.2,4625.6,2502.9,1876.4,1802.6,1035.5,7843.3,828.2,1683.6,3718.1,3087.2,6761.7,448.8,1393.9,1038.1,910.8,522.6,21201.1,415.7,267.7,872.5,2825.5,1260.5,292.1,101.0,369.3,460.6,3832.2,1534.8,1535.2,67.8,240.5
2026-03-26,39.3,5081.4,1941.6,4890.1,2504.2,1831.0,1839.6,1022.2,8484.7,796.5,1579.5,3468.9,3056.9,6608.4,460.1,1409.0,1062.1,936.4,525.6,20706.0,408.6,271.8,913.7,2830.2,1121.0,277.4,108.2,341.0,461.3,3789.2,1854.2,1228.5,68.9,204.4
2026-03-27,42.4,4877.2,1886.9,5034.1,2496.7,1667.1,1819.9,1023.5,8718.9,775.4,1507.2,3226.3,2924.4,6292.8,459.4,1347.2,1076.9,1032.5,557.9,20298.6,414.2,262.4,866.1,2698.2,970.9,247.8,96.6,309.1,443.1,3948.7,1926.1,990.2,70.7,187.3
2026-03-30,43.0,4621.8,1875.3,5189.4,2590.0,1639.0,1812.9,994.7,8597.0,837.2,1492.7,3325.6,2833.9,6053.3,454.7,1338.3,1099.8,1112.4,565.6,20199.9,421.1,259.1,852.7,2775.3,962.7,287.0,90.3,287.8,437.8,3986.5,2057.9,881.7,66.3,181.0
2026-03-31,45.7,4921.3,1932.1,5400.8,2705.9,1700.9,1883.0,1027.0,9208.2,864.6,1407.1,3521.2,3005.2,6145.3,464.9,1386.3,1132.5,1162.2,585.6,21109.5,447.8,266.8,870.2,2863.8,1014.3,325.1,89.6,280.9,444.1,4140.8,2189.1,887.8,65.5,180.1
2026-04-01,46.4,5008.2,1967.6,5404.9,2761.4,1650.8,1998.8,1010.8,9238.0,892.9,1356.8,3569.3,3085.7,6248.7,458.1,1430.3,1158.8,1147.0,577.5,21213.2,456.2,264.5,826.2,2929.5,1046.6,344.9,92.6,292.7,430.3,4392.9,1778.9,993.3,69.8,171.9
2026-04-02,45.5,5557.1,2031.9,5476.7,2813.5,1697.0,2047.8,1018.1,9302.3,1128.4,1407.7,3635.8,3175.2,6776.9,456.1,1457.0,1176.7,1128.6,575.2,22192.8,441.8,257.6,829.0,3005.9,1105.6,369.2,87.5,306.3,424.1,4603.3,1528.9,1036.3,75.5,193.7
2026-04-03,38.3,5268.6,1818.5,4965.6,2607.6,1611.7,1882.8,892.4,9148.4,1088.5,1290.7,3202.2,2943.4,6416.7,389.9,1348.1,1052.6,919.6,473.9,21079.6,391.3,235.1,777.6,2780.8,1048.5,330.6,78.3,290.3,378.6,4057.5,1293.8,976.9,68.6,183.4
2026-04-06,32.9,4894.2,1629.5,4402.7,2370.0,1453.7,1747.7,817.4,9358.0,966.5,1138.2,2744.6,2679.0,5983.5,338.7,1199.1,949.8,736.8,394.2,20301.9,335.1,213.2,715.9,2401.9,968.5,268.6,69.2,268.9,326.7,3627.1,1108.9,976.7,61.9,170.5
2026-04-07,32.2,4353.8,1497.6,4291.6,2256.5,1311.9,1665.1,746.5,8678.9,888.2,1056.5,2410.9,2367.7,5658.4,306.0,1093.2,885.0,639.0,351.5,18715.1,285.7,201.7,695.3,2247.4,888.0,237.5,65.2,248.7,293.7,3341.0,944.5,938.5,56.9,158.5
2026-04-08,37.5,4703.4,1497.4,4365.5,2399.9,1393.5,1638.6,841.2,9457.1,935.9,1161.1,2508.9,2649.4,6016.7,331.3,1108.3,913.6,652.1,367.3,20946.0,280.9,206.9,825.9,2349.6,868.3,260.1,65.2,281.3,318.5,3370.6,918.5,999.5,51.8,188.9
2026-04-09,38.7,4227.7,1466.2,4155.9,2688.8,1460.6,1631.4,886.0,10156.5,695.8,1158.5,2496.8,2690.1,5708.5,347.6,1105.9,874.6,658.0,362.1,21490.3,287.6,191.6,894.5,2321.2,846.9,262.3,64.3,272.8,317.3,3289.1,922.7,950.3,45.9,181.0
2026-04-10,41.2,4533.6,1592.9,4559.9,3287.8,1522.0,1784.3,922.4,11185.9,648.5,1323.0,2670.3,2830.6,6142.6,379.3,1155.3,945.8,689.6,378.8,24694.3,309.8,251.8,1046.9,2432.9,949.4,285.9,67.3,283.4,321.6,3541.7,1001.0,960.8,43.2,184.2
2026-04-13,42.3,4486.4,1643.3,4750.1,3533.7,1570.5,1877.2,939.5,12010.3,628.2,1412.5,2703.6,2916.1,6368.4,394.6,1193.9,970.0,725.7,383.7,26202.1,385.8,388.4,1314.8,2472.5,978.7,286.5,69.8,297.8,323.1,3659.9,1018.3,920.9,44.2,193.9
2026-04-14,42.4,4672.2,1664.0,5266.2,3693.3,1643.5,1944.3,1005.4,12815.8,612.2,1491.4,2781.6,3018.4,6544.9,416.7,1218.5,990.9,764.5,388.7,29178.4,440.5,507.4,1434.5,2494.8,1000.5,276.3,70.6,302.8,333.8,3833.1,1035.6,897.6,46.4,194.2
2026-04-15,36.1,4168.9,1624.1,5785.9,3621.5,1579.8,1910.4,921.2,13227.9,513.4,1433.9,2615.0,2778.9,6321.2,390.1,1137.8,951.0,742.2,370.8,29551.4,475.7,745.5,1458.2,2332.6,975.6,232.8,70.0,264.9,298.1,3573.7,983.6,706.0,45.5,171.8
2026-04-16,34.4,4503.9,1588.3,6569.4,3444.8,1502.7,1988.6,870.3,12588.6,488.2,1434.5,2544.6,2688.8,6524.4,371.1,1109.3,971.6,712.3,389.2,30764.0,540.0,852.4,1467.0,2401.8,942.6,209.1,73.9,264.0,284.5,3573.8,940.4,645.5,44.3,166.1
2026-04-17,33.0,4322.5,1575.9,6635.2,2959.4,1508.8,1964.4,879.4,11435.0,493.1,1382.3,2476.3,2685.8,6399.5,360.1,1055.9,954.2,708.2,389.5,30244.5,597.6,1014.5,1448.7,2323.9,852.6,199.4,75.3,260.8,283.3,3659.5,958.4,573.6,44.0,175.9
2026-04-20,34.0,4285.8,1636.5,6999.8,2729.0,1507.6,1930.2,860.0,10334.8,492.6,1330.7,2427.6,2693.0,6493.7,365.0,1019.4,971.3,710.0,387.6,30221.0,575.1,989.8,1233.5,2351.4,839.9,200.4,79.9,250.9,299.8,3625.5,977.9,554.6,44.4,172.4
2026-04-21,34.1,4156.6,1731.7,7239.6,2609.9,1456.2,1938.9,782.3,9550.7,483.4,1241.5,2340.3,2694.6,6361.8,364.7,989.3,1007.1,708.5,383.8,28140.1,591.6,900.5,1194.6,2389.4,830.1,198.6,85.8,256.2,311.5,3610.1,990.3,504.9,44.2,175.9
2026-04-22,36.7,4102.8,1854.8,8013.8,2539.1,1391.2,1959.2,749.5,8163.8,447.6,1151.2,2276.9,2612.5,6330.7,356.4,997.3,1055.3,698.6,352.8,26658.9,596.7,812.6,1124.2,2379.0,844.9,196.2,83.5,253.9,317.4,3472.9,967.9,437.9,42.1,166.9
2026-04-23,37.6,4143.7,1879.3,8633.5,2525.5,1349.4,1960.9,758.2,7883.0,479.8,1107.4,2301.3,2670.9,6710.8,352.2,1045.3,1094.6,725.9,324.9,26443.3,589.6,832.9,1143.5,2364.4,883.2,201.0,86.9,252.1,337.4,3465.9,1091.1,406.7,44.0,186.3
2026-04-24,37.7,4199.0,1947.1,9171.4,2522.7,1291.3,1985.8,736.5,7434.2,479.2,1146.8,2299.0,2710.4,6842.3,342.1,1130.6,1096.1,716.8,327.2,26418.8,551.7,687.8,1122.7,2464.5,864.1,192.9,85.9,240.3,359.9,3205.8,1084.8,404.5,44.8,178.7
2026-04-27,37.9,4690.1,2133.5,9895.0,2673.4,1323.2,2004.4,788.7,7562.7,438.2,1218.8,2387.4,2754.2,7144.5,336.7,1215.9,1129.9,721.9,388.1,27921.6,574.6,641.3,1148.8,2515.0,826.1,186.0,95.3,250.9,373.7,3257.5,1088.8,411.2,45.1,178.0
2026-04-28,37.5,4811.0,2216.9,9987.8,2749.2,1625.3,2116.9,840.3,7743.2,417.0,1292.1,2536.5,2813.0,7649.1,439.6,1328.7,1119.9,782.8,469.2,29927.8,563.8,678.6,1115.5,2658.4,882.6,183.6,101.4,259.2,388.1,3674.1,1157.0,465.1,48.3,193.2
2026-04-30,37.5,4973.4,2258.2,9332.9,2894.6,1850.2,2234.1,946.5,7641.8,434.7,1427.8,2814.2,3083.6,7871.3,485.9,1446.3,1251.4,926.8,549.9,31731.5,680.5,593.0,1160.1,2841.5,959.6,211.0,107.6,269.8,417.1,3855.6,1222.0,580.2,52.4,229.9
2026-05-01,36.3,4407.6,2250.6,8302.0,2773.7,1852.8,2111.2,919.8,6874.6,364.3,1471.4,3878.2,3092.2,7252.5,490.6,1466.2,1207.8,1022.0,577.0,30803.7,671.2,503.6,1162.3,2742.6,1006.5,203.7,103.1,268.4,411.5,3703.7,1053.9,585.2,55.8,231.5
2026-05-07,38.3,5018.8,2377.7,8905.4,3082.0,2013.4,2220.9,1042.1,7710.9,390.2,1606.5,4962.5,3578.0,7939.8,562.2,1570.5,1447.6,1145.7,653.0,30833.6,674.2,507.4,1333.1,2987.9,1131.7,229.0,112.0,305.2,451.1,4305.3,1129.3,631.1,61.9,281.7
2026-05-08,40.2,4772.5,2330.5,8806.5,3339.2,2113.1,2339.1,1056.4,7889.8,393.9,1783.0,5304.4,3807.9,8275.4,604.8,1690.1,1525.4,1226.1,638.8,32976.4,893.4,506.1,1512.1,3429.0,1223.7,247.1,104.1,306.1,493.3,4537.8,1155.3,624.1,65.7,299.0
2026-05-11,40.8,4693.3,2243.5,8885.9,3444.0,1945.0,2264.1,1046.5,8197.1,391.8,2175.9,5426.1,4211.1,8191.5,561.5,1891.3,1591.0,1207.0,566.7,34500.2,1028.1,477.5,1659.5,3466.8,1202.4,246.4,98.1,290.9,570.8,4226.0,1074.7,651.5,64.9,293.5
2026-05-12,40.0,4589.4,2028.1,8636.3,3423.3,2050.3,2161.1,977.9,10307.8,349.3,2290.9,5284.6,4304.6,8346.9,627.6,1874.2,1485.9,1099.4,497.4,34542.9,1007.0,413.7,1797.9,3530.2,1101.0,230.0,93.2,277.4,574.5,4075.5,1057.4,578.7,65.2,254.9
2026-05-13,41.5,4717.0,2110.7,8616.1,3564.9,2279.3,2288.2,991.3,12979.2,387.8,2492.6,4417.9,4775.6,8742.4,668.1,1930.7,1652.6,1014.9,458.5,35954.8,1145.3,429.9,1915.2,3797.2,1030.9,252.0,96.0,278.0,595.8,4261.9,1117.6,588.5,64.0,232.0
2026-05-14,51.4,4243.7,1968.5,8011.9,3365.5,2414.7,2281.6,1022.5,14083.6,350.7,2460.4,3501.8,4831.3,8607.8,637.2,1855.9,1567.1,954.6,378.7,39788.8,1246.7,379.9,1895.2,3871.1,907.0,274.8,100.8,275.3,594.0,4004.0,1040.1,565.9,60.8,178.1
2026-05-15,57.6,4426.4,1858.0,7907.4,3108.1,2481.3,2345.8,1079.9,15632.1,345.3,2462.6,3353.7,5050.4,8602.0,642.1,1810.4,1585.0,994.4,347.1,39282.1,1081.4,327.3,1825.8,3949.4,846.4,287.2,116.1,391.8,582.5,4149.7,1104.5,536.3,65.1,157.9
2026-05-18,60.1,4666.5,1787.7,7348.0,3013.7,2506.2,2775.1,1159.0,16243.0,347.9,2101.9,3220.5,4904.0,8511.1,660.8,1581.8,1606.1,1014.8,335.5,34797.0,1008.4,355.9,1730.7,3953.0,819.2,302.7,127.1,438.8,509.8,4655.4,1176.2,474.3,66.5,149.1
2026-05-19,63.9,4626.2,1820.8,7261.6,2993.5,2245.3,3136.2,1205.9,15329.5,349.3,2018.0,3137.5,4777.2,7974.7,608.3,1577.4,1648.1,1013.1,326.9,36434.7,912.0,368.8,1550.4,3714.5,800.8,297.9,134.4,459.3,498.5,5111.0,1264.2,447.4,65.6,147.1
2026-05-20,64.8,4905.3,1764.9,7600.1,2979.3,2142.9,3273.6,1302.5,14242.3,331.5,1879.4,2997.2,4479.6,7602.5,634.5,1497.2,1546.6,1028.5,336.2,36479.1,789.8,318.4,1378.6,3485.4,804.5,279.0,136.2,475.5,502.5,5505.8,1356.7,451.3,66.9,146.9
2026-05-21,54.8,4978.6,1649.7,7476.4,2817.9,1913.7,3187.6,1223.3,13051.3,306.1,1730.1,2826.1,4096.0,6981.9,671.5,1431.1,1415.0,1012.1,337.8,37235.4,709.0,295.6,1203.9,3134.1,775.4,231.6,126.9,452.3,456.8,5901.0,1575.2,429.3,69.1,149.9
2026-05-22,47.4,4835.0,1580.6,7980.4,2742.3,1743.3,3088.1,1208.1,11810.9,284.8,1586.3,2631.3,3815.3,6313.3,675.5,1330.5,1326.5,939.7,331.8,36108.3,634.2,306.4,1227.9,2699.7,736.1,207.0,111.3,332.7,413.4,5920.3,1577.8,421.6,65.9,145.4
2026-05-25,48.6,4942.1,1557.9,8872.9,2694.8,1647.9,2796.0,1163.3,10899.0,285.7,1545.4,2568.5,3761.3,6061.5,625.6,1324.3,1268.6,887.9,340.3,41785.0,582.3,289.3,1294.3,2585.6,691.0,191.0,99.9,305.5,397.3,5501.8,1554.2,393.5,66.5,166.4
2026-05-26,45.6,4970.2,1519.1,10019.0,2536.4,1668.6,2533.8,1139.1,10459.5,276.2,1404.6,2532.2,3676.1,6057.6,601.2,1241.4,1150.0,878.7,336.8,41269.0,565.6,271.7,1366.2,2618.8,671.3,176.7,92.0,295.2,365.3,5132.3,1458.0,382.1,67.5,169.6
2026-05-27,49.9,4917.7,1468.6,10919.0,2558.3,1553.2,2545.3,1093.9,9805.0,252.2,1343.2,2502.8,3723.4,6023.0,585.9,1230.0,1129.9,883.6,337.2,44754.7,526.6,288.8,1470.3,2681.0,662.8,165.8,93.1,293.5,350.9,4792.9,1385.9,362.3,66.7,171.1
2026-05-28,52.3,5028.3,1492.2,11296.0,2652.7,1547.9,2864.4,1057.7,9644.9,256.8,1386.8,2934.9,3797.8,5883.8,555.3,1246.1,1160.9,897.8,352.7,44611.7,533.5,285.8,1522.3,2796.0,746.3,180.8,95.2,296.3,355.5,4490.9,1191.1,367.9,67.7,171.0
2026-05-29,53.1,5154.5,1823.8,11749.1,3314.0,1711.8,3430.9,1193.3,10280.5,315.6,1531.1,3621.1,4788.3,6372.1,672.4,1510.9,1428.9,1153.5,448.8,50851.9,665.6,300.5,1514.4,3232.8,875.8,230.9,101.6,366.0,422.5,4844.9,1621.4,438.8,68.6,266.5
2026-06-01,50.2,5076.9,1901.2,12197.8,3373.2,1704.4,3492.8,1201.1,10011.8,314.7,1541.4,3814.3,4870.3,6354.7,691.1,1567.8,1459.1,1211.9,458.6,53330.3,786.4,256.9,1533.2,3378.1,899.2,240.0,109.0,351.9,470.7,4770.0,1635.4,473.4,68.0,248.7
2026-06-02,50.0,5458.1,1936.8,12800.9,3504.8,1685.4,3580.9,1217.7,9492.6,332.4,1599.7,3882.1,4998.8,6490.5,702.6,1638.1,1525.1,1226.7,502.5,57242.2,868.3,251.0,1620.6,3531.4,914.2,252.3,114.5,346.6,520.3,4778.7,1646.7,500.9,71.2,252.5
2026-06-03,44.1,5895.5,1926.6,12286.0,3442.4,1703.8,3497.9,1165.8,9585.8,338.8,1617.1,3871.1,4986.4,6641.1,716.3,1621.5,1514.3,1226.9,520.7,59631.0,964.0,232.4,1627.5,3664.3,908.5,269.3,115.3,338.1,520.8,4924.7,1623.5,507.2,69.3,249.7
2026-06-04,39.2,5853.8,1934.4,12353.3,3423.8,1683.1,3158.5,1171.8,9027.2,315.8,1527.1,3420.1,4848.1,6820.0,713.7,1586.7,1501.0,1219.5,502.7,59498.9,977.5,224.0,1672.8,3616.2,844.0,254.0,110.9,329.3,516.0,5055.7,1599.5,520.0,65.3,249.1
2026-06-05,36.5,5840.4,1602.5,11393.9,2712.5,1482.5,2559.5,952.8,7595.4,244.7,1361.7,2662.8,3733.5,6274.1,591.3,1320.7,1225.9,966.6,420.5,56603.1,896.9,188.2,1624.9,3096.0,719.5,201.0,105.9,250.5,446.1,4623.8,1086.8,504.1,61.0,156.4
2026-06-08,34.8,6303.2,1575.9,10470.7,2697.3,1458.0,2419.6,934.5,7315.0,226.7,1440.0,2512.7,3648.5,6376.3,585.4,1294.3,1229.1,950.2,431.7,56378.9,831.6,183.7,1613.4,2979.4,709.9,197.5,103.8,262.7,433.4,4794.5,1122.8,517.7,61.8,155.8
2026-06-09,33.0,6352.6,1560.4,8967.7,2651.4,1435.3,2286.1,901.4,7204.0,204.1,1430.6,2388.2,3495.0,6103.7,573.7,1275.4,1175.9,956.2,425.4,55504.0,801.0,176.2,1486.8,2876.3,711.5,201.7,106.3,261.7,403.3,5043.9,1213.2,555.0,58.6,149.0
2026-06-10,32.0,6075.7,1542.0,8453.0,2605.8,1420.6,2242.5,980.6,6555.7,196.9,1537.1,2359.9,3350.5,5813.9,532.5,1312.5,1150.2,959.8,405.4,54973.5,768.8,166.0,1391.3,2723.9,668.3,195.9,112.1,270.7,393.8,5343.5,1281.8,579.9,60.9,143.6
2026-06-11,32.5,6304.5,1495.5,7886.7,2630.1,1389.7,2235.3,1041.0,6466.6,211.1,1564.1,2371.9,3334.0,5557.4,524.2,1426.2,1124.2,983.3,402.8,57685.7,789.6,165.0,1314.4,2777.6,669.5,195.3,115.3,292.1,397.3,5287.8,1322.1,571.8,60.6,140.7
2026-06-12,34.0,6661.9,1520.2,7952.7,2826.5,1435.1,2385.6,1098.7,6673.8,228.6,1578.5,2561.8,3566.0,5930.2,544.0,1598.4,1211.1,986.2,410.9,60970.7,815.7,179.3,1294.5,2878.8,680.5,210.1,115.9,327.8,432.0,5643.7,1418.2,543.2,60.3,150.7
2026-06-15,32.3,6612.7,1440.9,7947.5,2749.4,1528.0,2314.7,1117.9,6567.9,247.8,1454.7,2534.8,3548.6,6371.9,528.0,1597.2,1154.3,959.5,405.1,61553.1,844.3,180.2,1221.0,2838.3,674.1,205.6,112.9,349.0,424.8,5847.7,1358.8,540.2,55.7,180.9
2026-06-16,30.9,6507.8,1354.2,7876.9,2739.8,1515.5,2236.6,1180.9,6997.2,263.8,1423.7,2500.9,3517.9,6543.3,517.7,1538.3,1155.2,934.3,370.8,63816.9,864.2,174.3,1265.9,2724.3,636.6,194.2,103.6,351.9,415.7,5708.7,1232.1,492.0,51.1,192.1
2026-06-17,30.4,6391.3,1307.6,7675.1,2721.9,1497.5,2115.3,1123.6,6967.1,279.1,1253.8,2388.0,3430.4,6793.6,516.4,1528.8,1180.9,894.4,380.2,63134.0,819.2,180.9,1258.5,2749.1,631.6,185.3,95.4,338.9,402.2,5376.9,1144.9,481.0,47.6,200.8
2026-06-18,30.2,6503.2,1310.5,7824.3,2705.0,1514.8,2097.8,1068.6,7179.6,274.7,1223.4,2346.9,3437.3,7168.7,539.4,1510.8,1203.4,865.8,398.2,63754.4,830.6,193.2,1344.2,2746.2,601.5,195.4,97.8,329.5,392.0,5425.7,1112.9,503.1,49.4,200.9
2026-06-19,30.6,6400.4,1368.3,8149.6,2795.1,1599.4,2056.0,1096.5,7119.5,282.7,1226.4,2484.0,3490.6,7196.2,571.6,1502.0,1183.9,964.2,411.1,65338.9,821.2,191.0,1406.2,2800.3,614.6,236.6,110.7,334.9,379.1,5498.9,1096.6,518.8,61.5,193.2
2026-06-22,31.2,6273.6,1326.7,7713.1,2820.5,1465.1,2005.5,1035.4,7851.4,252.4,1238.5,2321.1,3352.8,6509.9,558.7,1528.5,1172.1,934.9,389.4,63994.5,734.2,204.3,1425.4,2662.3,613.9,229.6,108.1,293.4,357.7,5046.8,1031.9,481.9,65.2,154.7
2026-06-23,34.2,6749.9,1342.0,7569.5,2928.1,1472.6,2038.2,967.1,9867.3,229.4,1244.6,2405.6,3441.4,6497.7,574.8,1596.5,1174.3,933.6,401.2,65543.6,746.7,214.0,1377.6,2648.5,638.6,229.7,112.1,286.1,371.6,4924.9,1068.1,478.9,68.5,143.2
2026-06-24,35.1,7325.1,1336.8,7490.5,2988.6,1450.4,2035.4,962.6,10667.3,207.7,1280.8,2703.6,3503.4,6235.5,575.1,1601.7,1126.5,931.6,411.9,69045.9,775.5,206.0,1368.0,2542.4,670.1,229.0,108.9,284.1,376.7,4685.0,1181.5,456.3,69.5,135.7
